,ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry
3790,Gateway NRA,GATE,National Recreation Area,Northeast ,NY,2020,11,509324,80630,970952,80630,0,0,0,0,0
3791,Gateway NRA,GATE,National Recreation Area,Northeast ,NY,2020,12,392636,80887,745077,80887,0,0,0,0,0
3792,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2016,1,1150,0,1988,0,0,0,271,0,0
3793,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2016,2,1800,0,3710,0,0,0,298,52,0
3794,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2016,3,6722,0,12696,0,0,0,203,48,0
3795,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2016,4,6930,0,15860,0,0,0,103,28,0
3796,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2016,5,5970,0,13158,0,0,0,78,39,0
3797,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2016,6,14778,0,29286,0,0,0,553,122,0
3798,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2016,7,12926,0,27586,0,0,0,136,78,0
3799,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2016,8,7898,0,20641,0,0,0,504,26,0
3800,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2016,9,34612,0,146601,0,0,0,525,64,0
3801,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2016,10,17620,0,78575,0,0,0,258,71,0
3802,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2016,11,3765,0,7772,0,0,0,220,65,0
3803,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2016,12,1717,0,4558,0,0,0,300,75,0
3804,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2017,1,1480,0,2408,0,0,0,52,13,0
3805,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2017,2,3312,0,6019,0,0,0,280,47,0
3806,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2017,3,6663,0,11369,0,0,0,116,26,0
3807,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2017,4,8430,0,20760,0,0,0,412,56,0
3808,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2017,5,8172,0,17131,0,0,0,93,54,0
3809,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2017,6,10762,0,22256,0,0,0,450,103,0
3810,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2017,7,12815,0,28078,0,0,0,262,145,0
3811,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2017,8,8752,0,25419,0,0,0,542,52,0
3812,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2017,9,37254,0,157870,0,0,0,712,88,0
3813,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2017,10,16791,0,81116,0,0,0,542,103,0
3814,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2017,11,2560,0,4600,0,0,0,78,52,0
3815,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2017,12,1742,0,3833,0,0,0,375,75,0
3816,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2018,1,550,0,1012,0,0,0,155,39,0
3817,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2018,2,1942,0,4094,0,0,0,308,84,0
3818,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2018,3,3942,0,7609,0,0,0,111,44,0
3819,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2018,4,2457,0,10821,0,0,0,441,56,0
3820,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2018,5,5262,0,12731,0,0,0,129,86,0
3821,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2018,6,10960,0,22778,0,0,0,536,161,0
3822,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2018,7,9136,0,25100,0,0,0,1066,388,0
3823,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2018,8,8042,0,21898,0,0,0,969,242,0
3824,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2018,9,35460,0,158248,0,0,0,1033,533,0
3825,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2018,10,15516,0,75023,0,0,0,455,78,0
3826,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2018,11,3132,0,7163,0,0,0,291,97,0
3827,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2018,12,1379,0,3084,0,0,0,300,100,0
3828,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2019,1,1528,0,2479,0,0,0,155,39,0
3829,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2019,2,2908,0,5616,0,0,0,308,112,0
3830,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2019,3,6392,0,11671,0,0,0,142,52,0
3831,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2019,4,7318,0,14149,0,0,0,129,54,0
3832,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2019,5,10359,0,25262,0,0,0,432,244,0
3833,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2019,6,8152,0,18956,0,0,0,675,300,0
3834,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2019,7,12448,0,25024,0,0,0,310,116,0
3835,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2019,8,8402,0,18769,0,0,0,271,116,0
3836,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2019,9,37022,0,159571,0,0,0,482,80,0
3837,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2019,10,18160,0,85495,0,0,0,388,107,0
3838,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2019,11,4858,0,9649,0,0,0,323,155,0
3839,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2019,12,1735,0,3202,0,0,0,300,100,0
3840,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2020,1,1320,0,4886,0,0,0,155,39,0
3841,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2020,2,3002,0,8284,0,0,0,168,84,0
3842,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2020,3,5398,0,11002,0,0,0,142,52,0
3843,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2020,4,6652,0,9979,0,0,0,0,0,0
3844,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2020,5,1302,0,1954,0,0,0,0,0,0
3845,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2020,6,9735,0,14602,0,0,0,0,0,0
3846,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2020,7,7902,0,11854,0,0,0,0,0,0
3847,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2020,8,8440,0,12660,0,0,0,0,0,0
3848,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2020,9,31688,0,147631,0,0,0,0,0,0
3849,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2020,10,22953,0,90772,0,0,0,0,0,0
3850,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2020,11,6838,0,11231,0,0,0,0,0,0
3851,Gauley River NRA,GARI,National Recreation Area,Northeast ,WV,2020,12,4148,0,6221,0,0,0,0,0,0
3852,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2016,1,3472,600,9695,600,0,0,0,0,0
3853,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2016,2,2705,600,8840,600,0,0,0,0,0
3854,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2016,3,9303,600,28616,600,0,0,0,0,0
3855,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2016,4,11148,600,36785,600,0,0,0,0,0
3856,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2016,5,15152,600,45759,600,0,0,0,0,0
3857,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2016,6,19166,600,57337,600,0,0,0,0,0
3858,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2016,7,24048,600,68264,600,0,0,0,0,0
3859,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2016,8,15858,600,48447,600,0,0,0,0,0
3860,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2016,9,11470,600,33173,600,0,0,0,0,0
3861,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2016,10,7368,600,23625,600,0,0,0,0,0
3862,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2016,11,6500,600,20643,600,0,0,0,0,0
3863,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2016,12,3560,600,11045,600,0,0,0,0,0
3864,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2017,1,608,600,510,600,0,0,0,0,0
3865,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2017,2,2445,600,8090,600,0,0,0,0,0
3866,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2017,3,7976,600,24311,600,0,0,0,0,0
3867,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2017,4,11305,600,37296,600,0,0,0,0,0
3868,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2017,5,14452,600,43659,600,0,0,0,0,0
3869,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2017,6,19236,600,57533,600,0,0,0,0,0
3870,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2017,7,24416,600,76083,600,0,0,0,0,0
3871,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2017,8,15211,600,46473,600,0,0,0,0,0
3872,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2017,9,10661,600,32123,600,0,0,0,0,0
3873,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2017,10,6626,600,20972,600,0,0,0,0,0
3874,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2017,11,6846,600,21679,600,0,0,0,0,0
3875,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2017,12,2675,600,8125,600,0,0,0,0,0
3876,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2018,1,1009,600,3390,600,0,0,0,0,0
3877,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2018,2,1478,600,5370,600,0,0,0,0,0
3878,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2018,3,8656,600,26362,600,0,0,0,0,0
3879,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2018,4,13671,600,44828,600,0,0,0,0,0
3880,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2018,5,12940,600,39025,600,0,0,0,0,0
3881,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2018,6,18186,600,54733,600,0,0,0,0,0
3882,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2018,7,21966,600,68383,600,0,0,0,0,0
3883,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2018,8,11392,600,34566,600,0,0,0,0,0
3884,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2018,9,8158,600,24493,600,0,0,0,0,0
3885,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2018,10,5898,600,18396,600,0,0,0,0,0
3886,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2018,11,6216,600,19705,600,0,0,0,0,0
3887,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2018,12,1488,600,4590,600,0,0,0,0,0
3888,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2019,1,88,600,275,600,0,0,0,0,0
3889,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2019,2,1184,600,3352,600,0,0,0,0,0
3890,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2019,3,6282,600,19075,600,0,0,0,0,0
3891,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2019,4,17780,600,58240,600,0,0,0,0,0
3892,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2019,5,16107,600,52479,600,0,0,0,0,0
3893,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2019,6,17804,600,55104,600,0,0,0,0,0
3894,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2019,7,21872,600,66409,600,0,0,0,0,0
3895,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2019,8,15284,600,46256,600,0,0,0,0,0
3896,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2019,9,10269,600,30849,600,0,0,0,0,0
3897,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2019,10,25508,600,78113,600,0,0,0,0,0
3898,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2019,11,5268,600,15547,600,0,0,0,0,0
3899,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2019,12,2220,600,6690,600,0,0,0,0,0
3900,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2020,1,1065,600,3980,600,0,0,0,0,0
3901,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2020,2,2560,600,7495,600,0,0,0,0,0
3902,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2020,3,6212,600,23352,600,0,0,0,0,0
3903,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2020,4,612,600,2114,600,0,0,0,0,0
3904,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2020,5,0,600,0,600,0,0,0,0,0
3905,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2020,6,0,600,0,600,0,0,0,0,0
3906,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2020,7,18,600,70,600,0,0,0,0,0
3907,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2020,8,7532,600,23002,600,0,0,0,0,0
3908,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2020,9,5075,600,16023,600,0,0,0,0,0
3909,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2020,10,11252,600,35623,600,0,0,0,0,0
3910,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2020,11,6212,600,20398,600,0,0,0,0,0
3911,George Washington Birthplace NM,GEWA,National Monument,Northeast ,VA,2020,12,1432,600,4370,600,0,0,0,0,0
3912,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2016,1,1194,0,1552,0,0,0,0,0,0
3913,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2016,2,2163,0,2812,0,0,0,0,0,0
3914,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2016,3,3370,0,4381,0,0,0,0,0,0
3915,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2016,4,6310,0,8203,0,0,0,0,0,0
3916,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2016,5,6168,0,8019,0,0,0,0,0,0
3917,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2016,6,4084,0,5309,0,0,0,0,0,0
3918,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2016,7,4752,0,6178,0,0,0,0,0,0
3919,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2016,8,2979,0,3873,0,0,0,0,0,0
3920,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2016,9,6063,0,7882,0,0,0,0,0,0
3921,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2016,10,5024,0,6531,0,0,0,0,0,0
3922,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2016,11,2886,0,3752,0,0,0,0,0,0
3923,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2016,12,1404,0,1826,0,0,0,0,0,0
3924,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2017,1,1478,0,1921,0,0,0,0,0,0
3925,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2017,2,2169,0,2819,0,0,0,0,0,0
3926,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2017,3,4725,0,6143,0,0,0,0,0,0
3927,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2017,4,5048,0,6563,0,0,0,0,0,0
3928,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2017,5,5262,0,6840,0,0,0,0,0,0
3929,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2017,6,3869,0,5030,0,0,0,0,0,0
3930,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2017,7,4995,0,6494,0,0,0,0,0,0
3931,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2017,8,3611,0,4694,0,0,0,0,0,0
3932,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2017,9,5012,0,6516,0,0,0,0,0,0
3933,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2017,10,5976,0,7768,0,0,0,0,0,0
3934,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2017,11,2764,0,3593,0,0,0,0,0,0
3935,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2017,12,1557,0,2024,0,0,0,0,0,0
3936,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2018,1,1071,0,1393,0,0,0,0,0,0
3937,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2018,2,2695,0,3503,0,0,0,0,0,0
3938,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2018,3,4735,0,6155,0,0,0,0,0,0
3939,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2018,4,4926,0,6404,0,0,0,0,0,0
3940,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2018,5,5396,0,7015,0,0,0,0,0,0
3941,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2018,6,4005,0,5207,0,0,0,0,0,0
3942,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2018,7,5105,0,6636,0,0,0,0,0,0
3943,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2018,8,3111,0,4044,0,0,0,0,0,0
3944,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2018,9,4347,0,5652,0,0,0,0,0,0
3945,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2018,10,5154,0,6701,0,0,0,0,0,0
3946,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2018,11,2969,0,3859,0,0,0,0,0,0
3947,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2018,12,897,0,1167,0,0,0,0,0,0
3948,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2019,1,123,0,160,0,0,0,0,0,0
3949,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2019,2,2376,0,3089,0,0,0,0,0,0
3950,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2019,3,6697,0,8706,0,0,0,0,0,0
3951,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2019,4,7378,0,9592,0,0,0,0,0,0
3952,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2019,5,5035,0,6545,0,0,0,0,0,0
3953,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2019,6,3892,0,5059,0,0,0,0,0,0
3954,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2019,7,5032,0,6542,0,0,0,0,0,0
3955,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2019,8,3005,0,3906,0,0,0,0,0,0
3956,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2019,9,5492,0,7140,0,0,0,0,0,0
3957,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2019,10,5285,0,6870,0,0,0,0,0,0
3958,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2019,11,3620,0,4706,0,0,0,0,0,0
3959,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2019,12,1618,0,2103,0,0,0,0,0,0
3960,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2020,1,1691,0,2199,0,0,0,0,0,0
3961,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2020,2,2380,0,3094,0,0,0,0,0,0
3962,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2020,3,2891,0,3759,0,0,0,0,0,0
3963,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2020,4,1666,0,2166,0,0,0,0,0,0
3964,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2020,5,2342,0,3044,0,0,0,0,0,0
3965,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2020,6,2774,0,3606,0,0,0,0,0,0
3966,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2020,7,2657,0,3454,0,0,0,0,0,0
3967,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2020,8,2697,0,3506,0,0,0,0,0,0
3968,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2020,9,2486,0,3232,0,0,0,0,0,0
3969,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2020,10,2117,0,2753,0,0,0,0,0,0
3970,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2020,11,1546,0,2010,0,0,0,0,0,0
3971,George Washington Carver NM,GWCA,National Monument,Midwest ,MO,2020,12,1322,0,1718,0,0,0,0,0,0
3972,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2016,1,1329,0,1994,0,0,0,0,0,0
3973,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2016,2,2201,0,3302,0,0,0,0,0,0
3974,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2016,3,6217,0,9326,0,0,0,0,0,0
3975,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2016,4,4398,0,6597,0,0,0,0,0,0
3976,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2016,5,4424,0,6636,0,0,0,0,0,0
3977,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2016,6,4754,0,7131,0,0,0,0,0,0
3978,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2016,7,4985,0,7478,0,0,0,0,0,0
3979,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2016,8,2844,0,4266,0,0,0,0,0,0
3980,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2016,9,3225,0,4838,0,0,0,0,0,0
3981,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2016,10,3114,0,4671,0,0,0,0,0,0
3982,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2016,11,2336,0,3504,0,0,0,0,0,0
3983,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2016,12,1692,0,2538,0,0,0,0,0,0
3984,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2017,1,1213,0,1820,0,0,0,0,0,0
3985,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2017,2,4007,0,6010,0,0,0,0,0,0
3986,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2017,3,10813,0,16220,0,0,0,0,0,0
3987,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2017,4,7656,0,11484,0,0,0,0,0,0
3988,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2017,5,9919,0,14878,0,0,0,0,0,0
3989,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2017,6,8612,0,12918,0,0,0,0,0,0
3990,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2017,7,8980,0,13470,0,0,0,0,0,0
3991,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2017,8,4996,0,7494,0,0,0,0,0,0
3992,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2017,9,6073,0,9110,0,0,0,0,0,0
3993,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2017,10,6727,0,10090,0,0,0,0,0,0
3994,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2017,11,5444,0,8166,0,0,0,0,0,0
3995,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2017,12,4432,0,6648,0,0,0,0,0,0
3996,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2018,1,3716,0,5574,0,0,0,0,0,0
3997,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2018,2,5485,0,8228,0,0,0,0,0,0
3998,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2018,3,13050,0,19575,0,0,0,0,0,0
3999,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2018,4,8885,0,13328,0,0,0,0,0,0
4000,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2018,5,8377,0,12566,0,0,0,0,0,0
4001,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2018,6,7292,0,10938,0,0,0,0,0,0
4002,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2018,7,8071,0,12106,0,0,0,0,0,0
4003,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2018,8,5981,0,8972,0,0,0,0,0,0
4004,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2018,9,5981,0,8972,0,0,0,0,0,0
4005,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2018,10,6543,0,9814,0,0,0,0,0,0
4006,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2018,11,4432,0,6648,0,0,0,0,0,0
4007,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2018,12,1295,0,1942,0,0,0,0,0,0
4008,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2019,1,536,0,804,0,0,0,0,0,0
4009,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2019,2,3530,0,5295,0,0,0,0,0,0
4010,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2019,3,10118,0,15177,0,0,0,0,0,0
4011,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2019,4,8535,0,12802,0,0,0,0,0,0
4012,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2019,5,8047,0,12070,0,0,0,0,0,0
4013,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2019,6,7118,0,10677,0,0,0,0,0,0
4014,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2019,7,7128,0,10692,0,0,0,0,0,0
4015,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2019,8,4389,0,6584,0,0,0,0,0,0
4016,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2019,9,4874,0,7311,0,0,0,0,0,0
4017,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2019,10,5897,0,8846,0,0,0,0,0,0
4018,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2019,11,3953,0,5930,0,0,0,0,0,0
4019,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2019,12,2489,0,3734,0,0,0,0,0,0
4020,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2020,1,2883,0,4324,0,0,0,0,0,0
4021,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2020,2,4135,0,6202,0,0,0,0,0,0
4022,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2020,3,5466,0,8199,0,0,0,0,0,0
4023,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2020,4,661,0,992,0,0,0,0,0,0
4024,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2020,5,1466,0,2199,0,0,0,0,0,0
4025,Gila Cliff Dwellings NM,GICL,National Monument,Intermountain ,NM,2020,6,2413,0,3620,0,0,0,0,0,0
